WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,Dorothy J. Tillman,Felicia H. Simmons-Stovall,Lona Lane,Don Gordon,Joann Thompson,Scott Waguespack,Ted Matlak,"Howard B. Brookins, Jr.",Bernard L. Stone,Michele Smith,Toni L. Foulkes,Joe Moore,Vilma Colom,Michael D. Chandler,Vi Daley,Bob Fioretti,"Leroy J. Jones, Jr.",Naisy Dolar,Shirley A. Coleman,Pat Dowell,Sharon Denise Dixon,Paul Stewart,Madeline L. Haithcock,Rey Colón
21,22,605,173,,,,,,,,71,,,,,,,,,100,,,,,,,
21,23,512,127,,,,,,,,91,,,,,,,,,35,,,,,,,
21,24,623,162,,,,,,,,110,,,,,,,,,52,,,,,,,
21,25,418,123,,,,,,,,78,,,,,,,,,45,,,,,,,
21,26,401,132,,,,,,,,90,,,,,,,,,42,,,,,,,
21,27,633,186,,,,,,,,112,,,,,,,,,74,,,,,,,
21,28,449,127,,,,,,,,71,,,,,,,,,56,,,,,,,
21,29,309,62,,,,,,,,24,,,,,,,,,38,,,,,,,
21,30,420,127,,,,,,,,41,,,,,,,,,86,,,,,,,
21,31,765,231,,,,,,,,137,,,,,,,,,94,,,,,,,
21,32,609,114,,,,,,,,51,,,,,,,,,62,,,,,,,
21,33,572,145,,,,,,,,77,,,,,,,,,68,,,,,,,
21,34,702,165,,,,,,,,104,,,,,,,,,61,,,,,,,
21,35,411,93,,,,,,,,33,,,,,,,,,60,,,,,,,
21,36,634,119,,,,,,,,55,,,,,,,,,64,,,,,,,
21,37,605,117,,,,,,,,64,,,,,,,,,53,,,,,,,
21,38,607,136,,,,,,,,80,,,,,,,,,55,,,,,,,
21,39,527,123,,,,,,,,78,,,,,,,,,45,,,,,,,
21,40,482,155,,,,,,,,117,,,,,,,,,38,,,,,,,
21,41,534,110,,,,,,,,71,,,,,,,,,39,,,,,,,
21,42,574,162,,,,,,,,90,,,,,,,,,72,,,,,,,
21,43,515,123,,,,,,,,63,,,,,,,,,59,,,,,,,
21,44,676,161,,,,,,,,91,,,,,,,,,70,,,,,,,
21,45,440,139,,,,,,,,114,,,,,,,,,25,,,,,,,
21,46,430,96,,,,,,,,56,,,,,,,,,40,,,,,,,
21,47,679,221,,,,,,,,156,,,,,,,,,65,,,,,,,
21,48,785,157,,,,,,,,81,,,,,,,,,76,,,,,,,
21,49,654,189,,,,,,,,127,,,,,,,,,62,,,,,,,
21,50,564,192,,,,,,,,144,,,,,,,,,48,,,,,,,
21,51,616,165,,,,,,,,94,,,,,,,,,70,,,,,,,
21,52,650,143,,,,,,,,82,,,,,,,,,56,,,,,,,
21,53,607,119,,,,,,,,85,,,,,,,,,34,,,,,,,
21,54,450,158,,,,,,,,118,,,,,,,,,40,,,,,,,
21,55,677,174,,,,,,,,106,,,,,,,,,68,,,,,,,
21,56,534,106,,,,,,,,58,,,,,,,,,46,,,,,,,
21,57,552,125,,,,,,,,60,,,,,,,,,65,,,,,,,
21,58,465,118,,,,,,,,84,,,,,,,,,33,,,,,,,
21,59,694,168,,,,,,,,114,,,,,,,,,54,,,,,,,
21,60,600,170,,,,,,,,100,,,,,,,,,69,,,,,,,
21,61,705,149,,,,,,,,87,,,,,,,,,62,,,,,,,
21,62,558,153,,,,,,,,95,,,,,,,,,58,,,,,,,
21,63,495,128,,,,,,,,80,,,,,,,,,48,,,,,,,
21,64,374,87,,,,,,,,57,,,,,,,,,30,,,,,,,
21,65,675,262,,,,,,,,211,,,,,,,,,51,,,,,,,
21,66,437,116,,,,,,,,65,,,,,,,,,51,,,,,,,
21,67,612,157,,,,,,,,74,,,,,,,,,81,,,,,,,
21,68,563,116,,,,,,,,75,,,,,,,,,41,,,,,,,
21,69,471,125,,,,,,,,89,,,,,,,,,36,,,,,,,
21,70,607,129,,,,,,,,52,,,,,,,,,77,,,,,,,
21,71,456,110,,,,,,,,68,,,,,,,,,42,,,,,,,
21,72,565,145,,,,,,,,80,,,,,,,,,65,,,,,,,
21,73,813,157,,,,,,,,105,,,,,,,,,50,,,,,,,
21,74,309,48,,,,,,,,26,,,,,,,,,22,,,,,,,
22,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8,,,,,,,,,,,,,,,,,,,,,,,,,,
22,9,,,,,,,,,,,,,,,,,,,,,,,,,,
22,10,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,,,,,,,,,,,,,,,,,,,,,,,,,,
22,12,,,,,,,,,,,,,,,,,,,,,,,,,,
22,13,,,,,,,,,,,,,,,,,,,,,,,,,,
22,14,,,,,,,,,,,,,,,,,,,,,,,,,,
22,15,,,,,,,,,,,,,,,,,,,,,,,,,,
22,16,,,,,,,,,,,,,,,,,,,,,,,,,,
22,17,,,,,,,,,,,,,,,,,,,,,,,,,,
22,18,,,,,,,,,,,,,,,,,,,,,,,,,,
22,19,,,,,,,,,,,,,,,,,,,,,,,,,,
22,20,,,,,,,,,,,,,,,,,,,,,,,,,,
22,21,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,,,,,,,,,,,,,,,,,,,,,,,,,,
22,24,,,,,,,,,,,,,,,,,,,,,,,,,,
22,25,,,,,,,,,,,,,,,,,,,,,,,,,,
22,26,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,,,,,,,,,,,,,,,,,,,,,,,,,,
22,28,,,,,,,,,,,,,,,,,,,,,,,,,,
22,29,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4,,,,,,,,,,,,,,,,,,,,,,,,,,
23,5,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8,,,,,,,,,,,,,,,,,,,,,,,,,,
23,9,,,,,,,,,,,,,,,,,,,,,,,,,,
23,10,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,,,,,,,,,,,,,,,,,,,,,,,,,,
23,12,,,,,,,,,,,,,,,,,,,,,,,,,,
23,13,,,,,,,,,,,,,,,,,,,,,,,,,,
23,14,,,,,,,,,,,,,,,,,,,,,,,,,,
23,15,,,,,,,,,,,,,,,,,,,,,,,,,,
23,16,,,,,,,,,,,,,,,,,,,,,,,,,,
23,17,,,,,,,,,,,,,,,,,,,,,,,,,,
23,18,,,,,,,,,,,,,,,,,,,,,,,,,,
23,19,,,,,,,,,,,,,,,,,,,,,,,,,,
23,20,,,,,,,,,,,,,,,,,,,,,,,,,,
23,21,,,,,,,,,,,,,,,,,,,,,,,,,,
23,22,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,,,,,,,,,,,,,,,,,,,,,,,,,,
23,25,,,,,,,,,,,,,,,,,,,,,,,,,,
23,26,,,,,,,,,,,,,,,,,,,,,,,,,,
23,27,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,,,,,,,,,,,,,,,,,,,,,,,,,,
23,29,,,,,,,,,,,,,,,,,,,,,,,,,,
23,30,,,,,,,,,,,,,,,,,,,,,,,,,,
23,31,,,,,,,,,,,,,,,,,,,,,,,,,,
23,32,,,,,,,,,,,,,,,,,,,,,,,,,,
23,33,,,,,,,,,,,,,,,,,,,,,,,,,,
23,34,,,,,,,,,,,,,,,,,,,,,,,,,,
23,35,,,,,,,,,,,,,,,,,,,,,,,,,,
23,36,,,,,,,,,,,,,,,,,,,,,,,,,,
23,37,,,,,,,,,,,,,,,,,,,,,,,,,,
23,38,,,,,,,,,,,,,,,,,,,,,,,,,,
23,39,,,,,,,,,,,,,,,,,,,,,,,,,,
23,40,,,,,,,,,,,,,,,,,,,,,,,,,,
23,41,,,,,,,,,,,,,,,,,,,,,,,,,,
23,42,,,,,,,,,,,,,,,,,,,,,,,,,,
23,43,,,,,,,,,,,,,,,,,,,,,,,,,,
23,44,,,,,,,,,,,,,,,,,,,,,,,,,,
23,45,,,,,,,,,,,,,,,,,,,,,,,,,,
23,46,,,,,,,,,,,,,,,,,,,,,,,,,,
23,47,,,,,,,,,,,,,,,,,,,,,,,,,,
23,48,,,,,,,,,,,,,,,,,,,,,,,,,,
23,49,,,,,,,,,,,,,,,,,,,,,,,,,,
23,50,,,,,,,,,,,,,,,,,,,,,,,,,,
23,51,,,,,,,,,,,,,,,,,,,,,,,,,,
23,52,,,,,,,,,,,,,,,,,,,,,,,,,,
23,53,,,,,,,,,,,,,,,,,,,,,,,,,,
23,54,,,,,,,,,,,,,,,,,,,,,,,,,,
23,55,,,,,,,,,,,,,,,,,,,,,,,,,,
23,56,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,437,101,,,,,,,,,,,,,,51,,,,,,,49,,,
24,2,687,84,,,,,,,,,,,,,,32,,,,,,,52,,,
24,3,546,124,,,,,,,,,,,,,,58,,,,,,,66,,,
24,4,616,126,,,,,,,,,,,,,,57,,,,,,,69,,,
24,5,593,96,,,,,,,,,,,,,,59,,,,,,,37,,,
24,6,654,152,,,,,,,,,,,,,,69,,,,,,,82,,,
24,7,534,99,,,,,,,,,,,,,,57,,,,,,,41,,,
24,8,496,130,,,,,,,,,,,,,,58,,,,,,,70,,,
24,9,642,110,,,,,,,,,,,,,,73,,,,,,,37,,,
24,10,503,104,,,,,,,,,,,,,,37,,,,,,,67,,,
24,11,431,59,,,,,,,,,,,,,,24,,,,,,,35,,,
24,12,512,120,,,,,,,,,,,,,,48,,,,,,,72,,,
24,13,562,100,,,,,,,,,,,,,,37,,,,,,,62,,,
24,14,916,151,,,,,,,,,,,,,,71,,,,,,,78,,,
24,15,564,108,,,,,,,,,,,,,,53,,,,,,,54,,,
24,16,552,62,,,,,,,,,,,,,,40,,,,,,,22,,,
24,17,586,91,,,,,,,,,,,,,,49,,,,,,,41,,,
24,18,389,62,,,,,,,,,,,,,,26,,,,,,,36,,,
24,19,382,102,,,,,,,,,,,,,,24,,,,,,,78,,,
24,20,612,126,,,,,,,,,,,,,,63,,,,,,,63,,,
24,21,511,65,,,,,,,,,,,,,,23,,,,,,,42,,,
24,22,524,133,,,,,,,,,,,,,,69,,,,,,,64,,,
24,23,609,100,,,,,,,,,,,,,,42,,,,,,,58,,,
24,24,507,62,,,,,,,,,,,,,,31,,,,,,,31,,,
24,25,574,140,,,,,,,,,,,,,,81,,,,,,,59,,,
24,26,724,134,,,,,,,,,,,,,,47,,,,,,,87,,,
24,27,433,93,,,,,,,,,,,,,,42,,,,,,,51,,,
24,28,612,156,,,,,,,,,,,,,,71,,,,,,,85,,,
24,29,655,102,,,,,,,,,,,,,,64,,,,,,,38,,,
24,30,601,99,,,,,,,,,,,,,,40,,,,,,,59,,,
24,31,582,87,,,,,,,,,,,,,,47,,,,,,,40,,,
24,32,597,147,,,,,,,,,,,,,,86,,,,,,,61,,,
24,33,480,79,,,,,,,,,,,,,,39,,,,,,,40,,,
24,34,649,120,,,,,,,,,,,,,,45,,,,,,,74,,,
24,35,713,136,,,,,,,,,,,,,,71,,,,,,,65,,,
24,36,488,86,,,,,,,,,,,,,,47,,,,,,,39,,,
24,37,597,175,,,,,,,,,,,,,,57,,,,,,,118,,,
24,38,546,127,,,,,,,,,,,,,,74,,,,,,,53,,,
24,39,561,116,,,,,,,,,,,,,,88,,,,,,,28,,,
24,40,649,144,,,,,,,,,,,,,,84,,,,,,,60,,,
24,41,535,108,,,,,,,,,,,,,,60,,,,,,,48,,,
24,42,459,125,,,,,,,,,,,,,,75,,,,,,,50,,,
24,43,793,152,,,,,,,,,,,,,,87,,,,,,,65,,,
24,44,181,48,,,,,,,,,,,,,,29,,,,,,,19,,,
24,45,513,78,,,,,,,,,,,,,,45,,,,,,,33,,,
24,46,694,88,,,,,,,,,,,,,,40,,,,,,,47,,,
24,47,454,90,,,,,,,,,,,,,,44,,,,,,,46,,,
24,48,265,64,,,,,,,,,,,,,,37,,,,,,,27,,,
24,49,834,163,,,,,,,,,,,,,,66,,,,,,,95,,,
24,50,943,208,,,,,,,,,,,,,,61,,,,,,,147,,,
24,51,853,189,,,,,,,,,,,,,,75,,,,,,,114,,,
24,52,518,115,,,,,,,,,,,,,,56,,,,,,,59,,,
24,53,563,122,,,,,,,,,,,,,,78,,,,,,,44,,,
24,54,339,80,,,,,,,,,,,,,,22,,,,,,,55,,,
24,55,288,46,,,,,,,,,,,,,,29,,,,,,,17,,,
24,56,576,114,,,,,,,,,,,,,,60,,,,,,,54,,,
24,57,748,71,,,,,,,,,,,,,,43,,,,,,,28,,,
24,58,496,133,,,,,,,,,,,,,,56,,,,,,,77,,,
24,59,365,32,,,,,,,,,,,,,,15,,,,,,,16,,,
25,1,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,,,,,,,,,,,,,,,,,,,,,,,,,,
25,5,,,,,,,,,,,,,,,,,,,,,,,,,,
25,6,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8,,,,,,,,,,,,,,,,,,,,,,,,,,
25,9,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,,,,,,,,,,,,,,,,,,,,,,,,,,
25,12,,,,,,,,,,,,,,,,,,,,,,,,,,
25,13,,,,,,,,,,,,,,,,,,,,,,,,,,
25,14,,,,,,,,,,,,,,,,,,,,,,,,,,
25,15,,,,,,,,,,,,,,,,,,,,,,,,,,
25,16,,,,,,,,,,,,,,,,,,,,,,,,,,
25,17,,,,,,,,,,,,,,,,,,,,,,,,,,
25,18,,,,,,,,,,,,,,,,,,,,,,,,,,
25,19,,,,,,,,,,,,,,,,,,,,,,,,,,
25,20,,,,,,,,,,,,,,,,,,,,,,,,,,
25,21,,,,,,,,,,,,,,,,,,,,,,,,,,
25,22,,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,,,,,,,,,,,,,,,,,,,,,,,,,,
25,24,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,,,,,,,,,,,,,,,,,,,,,,,,,,
25,28,,,,,,,,,,,,,,,,,,,,,,,,,,
25,29,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,,,,,,,,,,,,,,,,,,,,,,,,,,
25,31,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4,,,,,,,,,,,,,,,,,,,,,,,,,,
26,5,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,,,,,,,,,,,,,,,,,,,,,,,,,,
26,7,,,,,,,,,,,,,,,,,,,,,,,,,,
26,8,,,,,,,,,,,,,,,,,,,,,,,,,,
26,9,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,,,,,,,,,,,,,,,,,,,,,,,,,,
26,12,,,,,,,,,,,,,,,,,,,,,,,,,,
26,13,,,,,,,,,,,,,,,,,,,,,,,,,,
26,14,,,,,,,,,,,,,,,,,,,,,,,,,,
26,15,,,,,,,,,,,,,,,,,,,,,,,,,,
26,16,,,,,,,,,,,,,,,,,,,,,,,,,,
26,17,,,,,,,,,,,,,,,,,,,,,,,,,,
26,18,,,,,,,,,,,,,,,,,,,,,,,,,,
26,19,,,,,,,,,,,,,,,,,,,,,,,,,,
26,20,,,,,,,,,,,,,,,,,,,,,,,,,,
26,21,,,,,,,,,,,,,,,,,,,,,,,,,,
26,22,,,,,,,,,,,,,,,,,,,,,,,,,,
26,23,,,,,,,,,,,,,,,,,,,,,,,,,,
26,24,,,,,,,,,,,,,,,,,,,,,,,,,,
26,25,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,,,,,,,,,,,,,,,,,,,,,,,,,,
26,28,,,,,,,,,,,,,,,,,,,,,,,,,,
26,29,,,,,,,,,,,,,,,,,,,,,,,,,,
26,30,,,,,,,,,,,,,,,,,,,,,,,,,,
26,31,,,,,,,,,,,,,,,,,,,,,,,,,,
26,32,,,,,,,,,,,,,,,,,,,,,,,,,,
26,33,,,,,,,,,,,,,,,,,,,,,,,,,,
26,34,,,,,,,,,,,,,,,,,,,,,,,,,,
26,35,,,,,,,,,,,,,,,,,,,,,,,,,,
26,36,,,,,,,,,,,,,,,,,,,,,,,,,,
26,37,,,,,,,,,,,,,,,,,,,,,,,,,,
26,38,,,,,,,,,,,,,,,,,,,,,,,,,,
26,39,,,,,,,,,,,,,,,,,,,,,,,,,,
26,40,,,,,,,,,,,,,,,,,,,,,,,,,,
26,41,,,,,,,,,,,,,,,,,,,,,,,,,,
26,42,,,,,,,,,,,,,,,,,,,,,,,,,,
26,43,,,,,,,,,,,,,,,,,,,,,,,,,,
26,44,,,,,,,,,,,,,,,,,,,,,,,,,,
26,45,,,,,,,,,,,,,,,,,,,,,,,,,,
26,46,,,,,,,,,,,,,,,,,,,,,,,,,,
26,47,,,,,,,,,,,,,,,,,,,,,,,,,,
26,48,,,,,,,,,,,,,,,,,,,,,,,,,,
26,49,,,,,,,,,,,,,,,,,,,,,,,,,,
26,50,,,,,,,,,,,,,,,,,,,,,,,,,,
26,51,,,,,,,,,,,,,,,,,,,,,,,,,,
26,52,,,,,,,,,,,,,,,,,,,,,,,,,,
26,53,,,,,,,,,,,,,,,,,,,,,,,,,,
26,54,,,,,,,,,,,,,,,,,,,,,,,,,,
26,55,,,,,,,,,,,,,,,,,,,,,,,,,,
26,56,,,,,,,,,,,,,,,,,,,,,,,,,,
26,57,,,,,,,,,,,,,,,,,,,,,,,,,,
26,58,,,,,,,,,,,,,,,,,,,,,,,,,,
26,59,,,,,,,,,,,,,,,,,,,,,,,,,,
26,60,,,,,,,,,,,,,,,,,,,,,,,,,,
26,61,,,,,,,,,,,,,,,,,,,,,,,,,,
26,62,,,,,,,,,,,,,,,,,,,,,,,,,,
26,63,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4,,,,,,,,,,,,,,,,,,,,,,,,,,
27,5,,,,,,,,,,,,,,,,,,,,,,,,,,
27,6,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,,,,,,,,,,,,,,,,,,,,,,,,,,
27,8,,,,,,,,,,,,,,,,,,,,,,,,,,
27,9,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,,,,,,,,,,,,,,,,,,,,,,,,,,
27,12,,,,,,,,,,,,,,,,,,,,,,,,,,
27,13,,,,,,,,,,,,,,,,,,,,,,,,,,
27,14,,,,,,,,,,,,,,,,,,,,,,,,,,
27,15,,,,,,,,,,,,,,,,,,,,,,,,,,
27,16,,,,,,,,,,,,,,,,,,,,,,,,,,
27,17,,,,,,,,,,,,,,,,,,,,,,,,,,
27,18,,,,,,,,,,,,,,,,,,,,,,,,,,
27,19,,,,,,,,,,,,,,,,,,,,,,,,,,
27,20,,,,,,,,,,,,,,,,,,,,,,,,,,
27,21,,,,,,,,,,,,,,,,,,,,,,,,,,
27,22,,,,,,,,,,,,,,,,,,,,,,,,,,
27,23,,,,,,,,,,,,,,,,,,,,,,,,,,
27,24,,,,,,,,,,,,,,,,,,,,,,,,,,
27,25,,,,,,,,,,,,,,,,,,,,,,,,,,
27,26,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,,,,,,,,,,,,,,,,,,,,,,,,,,
27,29,,,,,,,,,,,,,,,,,,,,,,,,,,
27,30,,,,,,,,,,,,,,,,,,,,,,,,,,
27,31,,,,,,,,,,,,,,,,,,,,,,,,,,
27,32,,,,,,,,,,,,,,,,,,,,,,,,,,
27,33,,,,,,,,,,,,,,,,,,,,,,,,,,
27,34,,,,,,,,,,,,,,,,,,,,,,,,,,
27,35,,,,,,,,,,,,,,,,,,,,,,,,,,
27,36,,,,,,,,,,,,,,,,,,,,,,,,,,
27,37,,,,,,,,,,,,,,,,,,,,,,,,,,
27,38,,,,,,,,,,,,,,,,,,,,,,,,,,
27,39,,,,,,,,,,,,,,,,,,,,,,,,,,
27,40,,,,,,,,,,,,,,,,,,,,,,,,,,
27,41,,,,,,,,,,,,,,,,,,,,,,,,,,
27,42,,,,,,,,,,,,,,,,,,,,,,,,,,
27,43,,,,,,,,,,,,,,,,,,,,,,,,,,
27,44,,,,,,,,,,,,,,,,,,,,,,,,,,
27,45,,,,,,,,,,,,,,,,,,,,,,,,,,
27,46,,,,,,,,,,,,,,,,,,,,,,,,,,
27,47,,,,,,,,,,,,,,,,,,,,,,,,,,
27,48,,,,,,,,,,,,,,,,,,,,,,,,,,
27,49,,,,,,,,,,,,,,,,,,,,,,,,,,
27,50,,,,,,,,,,,,,,,,,,,,,,,,,,
27,51,,,,,,,,,,,,,,,,,,,,,,,,,,
27,52,,,,,,,,,,,,,,,,,,,,,,,,,,
27,53,,,,,,,,,,,,,,,,,,,,,,,,,,
27,54,,,,,,,,,,,,,,,,,,,,,,,,,,
27,55,,,,,,,,,,,,,,,,,,,,,,,,,,
27,56,,,,,,,,,,,,,,,,,,,,,,,,,,
27,57,,,,,,,,,,,,,,,,,,,,,,,,,,
27,58,,,,,,,,,,,,,,,,,,,,,,,,,,
27,59,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4,,,,,,,,,,,,,,,,,,,,,,,,,,
28,5,,,,,,,,,,,,,,,,,,,,,,,,,,
28,6,,,,,,,,,,,,,,,,,,,,,,,,,,
28,7,,,,,,,,,,,,,,,,,,,,,,,,,,
28,8,,,,,,,,,,,,,,,,,,,,,,,,,,
28,9,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,,,,,,,,,,,,,,,,,,,,,,,,,,
28,12,,,,,,,,,,,,,,,,,,,,,,,,,,
28,13,,,,,,,,,,,,,,,,,,,,,,,,,,
28,14,,,,,,,,,,,,,,,,,,,,,,,,,,
28,15,,,,,,,,,,,,,,,,,,,,,,,,,,
28,16,,,,,,,,,,,,,,,,,,,,,,,,,,
28,17,,,,,,,,,,,,,,,,,,,,,,,,,,
28,18,,,,,,,,,,,,,,,,,,,,,,,,,,
28,19,,,,,,,,,,,,,,,,,,,,,,,,,,
28,20,,,,,,,,,,,,,,,,,,,,,,,,,,
28,21,,,,,,,,,,,,,,,,,,,,,,,,,,
28,22,,,,,,,,,,,,,,,,,,,,,,,,,,
28,23,,,,,,,,,,,,,,,,,,,,,,,,,,
28,24,,,,,,,,,,,,,,,,,,,,,,,,,,
28,25,,,,,,,,,,,,,,,,,,,,,,,,,,
28,26,,,,,,,,,,,,,,,,,,,,,,,,,,
28,27,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,,,,,,,,,,,,,,,,,,,,,,,,,,
28,30,,,,,,,,,,,,,,,,,,,,,,,,,,
28,31,,,,,,,,,,,,,,,,,,,,,,,,,,
28,32,,,,,,,,,,,,,,,,,,,,,,,,,,
28,33,,,,,,,,,,,,,,,,,,,,,,,,,,
28,34,,,,,,,,,,,,,,,,,,,,,,,,,,
28,35,,,,,,,,,,,,,,,,,,,,,,,,,,
28,36,,,,,,,,,,,,,,,,,,,,,,,,,,
28,37,,,,,,,,,,,,,,,,,,,,,,,,,,
28,38,,,,,,,,,,,,,,,,,,,,,,,,,,
28,39,,,,,,,,,,,,,,,,,,,,,,,,,,
28,40,,,,,,,,,,,,,,,,,,,,,,,,,,
28,41,,,,,,,,,,,,,,,,,,,,,,,,,,
28,42,,,,,,,,,,,,,,,,,,,,,,,,,,
28,43,,,,,,,,,,,,,,,,,,,,,,,,,,
28,44,,,,,,,,,,,,,,,,,,,,,,,,,,
28,45,,,,,,,,,,,,,,,,,,,,,,,,,,
28,46,,,,,,,,,,,,,,,,,,,,,,,,,,
28,47,,,,,,,,,,,,,,,,,,,,,,,,,,
28,48,,,,,,,,,,,,,,,,,,,,,,,,,,
28,49,,,,,,,,,,,,,,,,,,,,,,,,,,
28,50,,,,,,,,,,,,,,,,,,,,,,,,,,
28,51,,,,,,,,,,,,,,,,,,,,,,,,,,
28,52,,,,,,,,,,,,,,,,,,,,,,,,,,
28,53,,,,,,,,,,,,,,,,,,,,,,,,,,
28,54,,,,,,,,,,,,,,,,,,,,,,,,,,
28,55,,,,,,,,,,,,,,,,,,,,,,,,,,
28,56,,,,,,,,,,,,,,,,,,,,,,,,,,
28,57,,,,,,,,,,,,,,,,,,,,,,,,,,
28,58,,,,,,,,,,,,,,,,,,,,,,,,,,
28,59,,,,,,,,,,,,,,,,,,,,,,,,,,
28,60,,,,,,,,,,,,,,,,,,,,,,,,,,
28,61,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4,,,,,,,,,,,,,,,,,,,,,,,,,,
29,5,,,,,,,,,,,,,,,,,,,,,,,,,,
29,6,,,,,,,,,,,,,,,,,,,,,,,,,,
29,7,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8,,,,,,,,,,,,,,,,,,,,,,,,,,
29,9,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,,,,,,,,,,,,,,,,,,,,,,,,,,
29,12,,,,,,,,,,,,,,,,,,,,,,,,,,
29,13,,,,,,,,,,,,,,,,,,,,,,,,,,
29,14,,,,,,,,,,,,,,,,,,,,,,,,,,
29,15,,,,,,,,,,,,,,,,,,,,,,,,,,
29,16,,,,,,,,,,,,,,,,,,,,,,,,,,
29,17,,,,,,,,,,,,,,,,,,,,,,,,,,
29,18,,,,,,,,,,,,,,,,,,,,,,,,,,
29,19,,,,,,,,,,,,,,,,,,,,,,,,,,
29,20,,,,,,,,,,,,,,,,,,,,,,,,,,
29,21,,,,,,,,,,,,,,,,,,,,,,,,,,
29,22,,,,,,,,,,,,,,,,,,,,,,,,,,
29,23,,,,,,,,,,,,,,,,,,,,,,,,,,
29,24,,,,,,,,,,,,,,,,,,,,,,,,,,
29,25,,,,,,,,,,,,,,,,,,,,,,,,,,
29,26,,,,,,,,,,,,,,,,,,,,,,,,,,
29,27,,,,,,,,,,,,,,,,,,,,,,,,,,
29,28,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,,,,,,,,,,,,,,,,,,,,,,,,,,
29,31,,,,,,,,,,,,,,,,,,,,,,,,,,
